software,reference,group,score,scoreN,score1,score1N,score2,score2N,score3,score3N,score4,score4N,score5,score5N,1_2_3,1_3_1,1_3,1_5_1,1_5_2,1_6_1,1_6_2,2_1,2_2,2_3,2_4,3_1_1,3_1_2,3_1_3,3_1_4,3_1_5_1,3_1_5_2,3_1_5_3,3_1_5_4,3_2_1,3_2_2,3_2_3,3_2_4,4_1,4_2,4_3_1,4_3_2,4_3_3,4_3_4,4_3_5,5_1,5_2_1,5_2_2,5_2_3,5_2_4,5_3_1,5_3_2,5_3_3,5_4_1,5_4_2,description,link
CONSCRIPT,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allows protein electron density isosurfaces to be rendered in triangulated form suitable for input into the popular MOLSCRIPT and Raster3d packages. This method of display leads to more easily interpretable pictures and can dispense with the need for stereo-pair presentation.,http://www.iucr.org/resources/other-directories/software/conscript
Convert,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User friendly powder XRD data inter-conversion software.  Convert is now called Powder for Windows,http://www.iucr.org/resources/other-directories/software/convert
Converte,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Converts fractional coordinates to cartesian coordinates and cartesian coordinates to fractional coordinates for all crystal systems. Calculates d values from SHELX hkl data file.,http://www.iucr.org/resources/other-directories/software/converte
CONVROT,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Converts the rotation description from any molecular-replacement system to any other.,http://www.iucr.org/resources/other-directories/software/convrot
ConvX,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,For converting between different X-ray powder diffraction file formats.,http://www.iucr.org/resources/other-directories/software/convx
CoreSearch,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To identify and delimitate consensus elements. AG BIODV: Software Development for Molecular Biology,http://www.iucr.org/resources/other-directories/software/coresearch
CORINA,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fast and powerful 3D structure generator for small and medium sized, typically drug-like molecules. Its robustness, comprehensiveness, speed and performance makes CORINA a perfect application to convert large chemical datasets or databases.",http://www.iucr.org/resources/other-directories/software/corina
COSET,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A new computer program which implements left coset decomposition algorithms to derive possible merohedral and pseudo-merohedral twin laws.,http://www.iucr.org/resources/other-directories/software/coset
CRISP,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Processing of electron microscope images both from inorganic and from biological specimens. The functions avaliable include quasioptical filtering, correction for the CTF, crystallographic symmetry averaging, and others.",http://www.iucr.org/resources/other-directories/software/crisp
Crunch,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct methods method using Karle-Hauptmann matrices instead of triplet relation for solving difficult structures.,http://www.iucr.org/resources/other-directories/software/crunch
CRUSH,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculation of rigid unit mode spectrum for framework crystal structures.,http://www.iucr.org/resources/other-directories/software/crush
CRYS,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powder Indexing Suite for DOS/Windows (linking/incorporating DICVOL, ITO and TREOR) is now available on the CCP14 site.",http://www.iucr.org/resources/other-directories/software/crys
CRYSCOMP-CRYSDRAW,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Set of two programs for crystallographic computing and drawing,http://www.iucr.org/resources/other-directories/software/cryscomp-crysdraw
CRYSCON,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conversion utility. Include simulation of powder diffractograms and precession photographs; transformation and reorientation of anisotropic temperature factors and magnetic or other vectors; computation of bond lengths and angles; and transformation of (hkl) index data, such as diffraction data.",http://www.iucr.org/resources/other-directories/software/cryscon
CRYSFIRE,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Powder-indexing wizard in the form of a family of DOS scripts and programs for running indexing programs automatically. Provides links to a number of indexing programs. Replaces Crys2run,http://www.iucr.org/resources/other-directories/software/crysfire
Crystal Diffract,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To simulate x-ray and neutron powder diffraction patterns from CrystalMaker binary files - or directly from CrystalMaker via a menu command. Detailed measurement, indexing and manipulation of diffraction patterns is possible in real time, with extensive control over diffraction parameters.",http://www.iucr.org/resources/other-directories/software/crystal-diffract
Crystal Monitor,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Relational database application that captures and organizes all aspects of a crystlalization trial, from base chemicals through the collection and analysis of trial observations. Includes speech recognition for crystallization results input. Results are presented as pictographs, or can be captured as digital images via a camera interface.",http://www.iucr.org/resources/other-directories/software/crystal-monitor
Crystal Office,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allows to interactively build crystals with 3-D graphics and space group position/symmetry tables: build a crystal from scratch, modify the atomic coordinates for crystals, replace the space group of a crystal with new groups, add symmetrical polyhedrons",http://www.iucr.org/resources/other-directories/software/crystal-office
Crystal Packing Visualization,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Packing Visualization,http://www.iucr.org/resources/other-directories/software/crystal-packing-visualization
CrystalDesigner,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tool for building, studying and visualising all kinds of crystal structures.",http://www.iucr.org/resources/other-directories/software/crystaldesigner
Crystalff,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alternative utility to ATOMS containing most of the features of this standard program for converting crystallographic data to FEFF input.,http://www.iucr.org/resources/other-directories/software/crystalff
Crystallographic Tool,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Symmetry Equivalent Positions Generator CGI-bin,http://www.iucr.org/resources/other-directories/software/crystallographic-tool
Crystallographic Toolbox,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection of fundamental procedures for Computational Crystallography. Currently includes a unit cell toolbox, a space group toolbox (sgtbx) and an element toolbox for the handling of scattering factors and other element properties.",http://www.iucr.org/resources/other-directories/software/crystallographic-toolbox
Crystallographica Search-Match,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Search match program for use with the International Centre for Diffraction Data's PDF databases: search algorithm for multi-phase identification, search using raw data, peak data or a combination of the two, Boolean PDF card retrieval and display, interface to Crystallographica, peak search and background subtraction tools, powder pattern simulation.",http://www.iucr.org/resources/other-directories/software/crystallographica-search-match
CrystalPlan,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CrystalPlan is  a highly efficient experiment-planning software developed to maximize the use of available beam time per sample per experiment.,http://www.iucr.org/resources/other-directories/software/crystalplan
CRYSTALS enhancements,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The modified restraint described here feeds information from the better defined atom to the more poorly defined atom with minimal feedback.,http://www.iucr.org/resources/other-directories/software/crystals-enhancements
CRYSTALVIEW,,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unit cell and stereoprojection drawing program by Tom H Kosel at University of Notre Dame.,http://www.iucr.org/resources/other-directories/software/crystalview
Crystana,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liebau classification of silicates,ring statistics for tetrahedral networks, interactive graphical display",http://www.iucr.org/resources/other-directories/software/crystana
CrystFEL,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A software suite for snapshot serial crystallography. CrystFEL is a young software project created for use in the very new and rapidly developing field of serial femtosecond crystallography, and so new features and improvements to the analysis pipeline are currently under active development.",http://www.iucr.org/resources/other-directories/software/crystfel
CSD,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crystal Structure Determination package (CSD) for crystal structure treatment using X-ray/synchrotron/neutron experimental data from either powder or single crystal. It exists in two versions: CSD-4 is PC based and menu driven software that runs under MS-DOS using color graphic output and WinCSD for Windows supports mouse, copy/paste, print, long file names, and much more. Both versions are distributed by STOE & Cie GmbH. For more information, please contact Dr Juri Grin (GRIN@cpfs.mpg.de)",http://www.iucr.org/resources/other-directories/software/csd
CSD2RES,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reads a Cambridge Structural Database DAT file and extracts the structures as SHELX refcode.RES files(Non-interactive).,http://www.iucr.org/resources/other-directories/software/csd2res
Csdshl,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A utility program for converting Cambridge Structural Database atom coordinate files to SHELX format.,http://www.iucr.org/resources/other-directories/software/csdshl
CSIR,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CSIR (pronounced caesar) is an information resource for chemistry software, its development, and its use (in the broadest sense). It brings together a great deal of information scattered across the Internet, often hard to find and use, and makes it easily available to anyone with a web browser",http://www.iucr.org/resources/other-directories/software/csir
CTEAS,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The coefficient of thermal expansion analysis suite (CTEAS) has been developed to calculate and visualize thermal expansion properties of crystalline materials in three dimensions. The software can be used to determine the independent terms of the second-rank thermal expansion tensor using hkl values, corresponding d<inf>hkl</inf> listings and lattice constants obtained from powder X-ray diffraction patterns collected at different temperatures. Using CTEAS, a researcher can also visualize the anisotropy of this essential material property in three dimensions. Available from Professor Waltraud M. Kriven (kriven@illinois.edu)",http://www.iucr.org/resources/other-directories/software/cteas
CUBINDEX,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Applicable to cubic systems only (!). Many indexing programs for a general crystallographic system are freely available nowadays. Many of them do the indexation only. This program (at present only for cubic systems), does many useful additional tasks.",http://www.iucr.org/resources/other-directories/software/cubindex
CUFOUR,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many-beam dynamical calculation (Schu0062lin and Stadelmann, 1987) of CTEM and CBED contrast of some defects (dislocations, planar faults, interfaces) in cubic, tetragonal and hexagonal crystals.",http://www.iucr.org/resources/other-directories/software/cufour
CVIS,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,: ICSD display software,http://www.iucr.org/resources/other-directories/software/cvis
DAJUST,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DAJUST is the generic name of a software package for powder diffraction formed by the core programs AJUST and SGAID. AJUST performs whole-pattern matching (cell-parameter refinement, profile fitting and intensity extraction), SGAID provides a list of the most probable space groups.",http://www.iucr.org/resources/other-directories/software/dajust
DASH,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User-friendly graphical-user-interface-driven computer program for solving crystal structures from X-ray powder diffraction data, optimized for molecular structures.",http://www.iucr.org/resources/other-directories/software/dash
DATARED,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For the data reduction. Single crystal data reduction program. Corrects Lp, absorption and background intensities. Applicable to any system. To single crystal spheres. Converts the uncorrected structure factors into Lp, absorption and background corrected structure factors. See also dremablp. Exists as a GUI version named dataredwin.",http://www.iucr.org/resources/other-directories/software/datared
Datasqueeze,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphical interface for analyzing data from 2D x-ray detectors (image plate, CCD, wire). Facilities for pixel-by-pixel examination of the raw data, re-centering and calibrating the image, correcting for detector tilt relative to the incident beam, producing x-y plots of intensity versus Q (the momentum transfer), 2-theta, Qx, Qy, chi, as a Porod or Guinier plot, or along an arbitrary line across the image. Useful for the analysis of powder diffraction data, diffuse scattering from polymers or liquid crystals, or small-angle scattering from colloids, polymers, gels, or solutions. Not well suited for extracting intensities from many sharp Bragg peaks in a single-crystal diffraction type experiment",http://www.iucr.org/resources/other-directories/software/datasqueeze
DATCOR,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Semi-empirical absorption correction (North algorithm). Input azimuthal data with psi angles. Many novel smoothing and data display routines. Program by JH Reibenspies at Texas A&M.,http://www.iucr.org/resources/other-directories/software/datcor
DATSEE,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companion program for the then,http://www.iucr.org/resources/other-directories/software/datsee
DBWatcher,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sequence analysis batch software,http://www.iucr.org/resources/other-directories/software/DBWatcher
DBWS Tools,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graphical interface for DBWS, program for Rietveld     refinements. Handles refinement jobs by compiling Input Control    Files (ICF's) for DBWS, importing the CIF files from ICSD, running    the program and showing the graphical results using the shareware    program DMPlot, which plots diffraction patterns.  For original programs see: http://www.ccp14.ac.uk/ccp/web-mirrors/dbws/downloads/young/download_dbws.html",http://www.iucr.org/resources/other-directories/software/dbws-tools
DDMP,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Difference distance matrix plot.,http://www.iucr.org/resources/other-directories/software/ddmp
DEBVIN,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rietveld refinment with generalized coordinates subjected to geometrical constraints.,http://www.iucr.org/resources/other-directories/software/debvin
DEJAVU,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To recognize arrangements of secondary structure elements.,http://www.iucr.org/resources/other-directories/software/dejavu
DEMON,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protein program suite. Name short for density modification.,http://www.iucr.org/resources/other-directories/software/demon
DENZO,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DENZO is the integration component of a set of programs, HKL, authored by Wladek Minor and Zbyszek Otwinowski.",http://www.iucr.org/resources/other-directories/software/denzo
DICVOL91,,Z,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part of the CCP14 suite. Indexing program,http://www.iucr.org/resources/other-directories/software/dicvol91
